%time,field.header.seq,field.header.stamp,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1609045337442790301,41,1609045337442790301,-0.00470694,0.00174148,0.00173002,0.000129624,-7.1524e-05,0.000223428,1,0,0,0,0,0,0
1609045337550874594,42,1609045337550874594,-0.00588952,0.000766098,0.00337191,0.000103652,3.38315e-06,0.000333896,1,0,0,0,0,0,0
1609045337653517084,43,1609045337653517084,-0.00743572,0.00126793,0.0036021,0.000176392,8.1315e-06,0.000257341,1,0,0,0,0,0,0
1609045337758701331,44,1609045337758701331,-0.00685368,-0.000199921,0.00488856,0.00015024,5.00213e-05,0.000299678,1,0,0,0,0,0,0
1609045337861159235,45,1609045337861159235,-0.00481998,-6.32401e-05,0.00547777,0.000153383,2.0194e-05,0.000223215,1,0,0,0,0,0,0
1609045337964150116,46,1609045337964150116,-4.07965e-05,0.00309645,0.00539401,0.00015669,9.0566e-05,0.000214307,1,0,0,0,0,0,0
1609045338033470182,47,1609045338033470182,-0.00368969,0.000276024,0.00513504,0.000184516,7.67443e-05,0.00022454,1,0,0,0,0,0,0
1609045338135342352,48,1609045338135342352,-0.00679271,0.000381837,0.00200117,0.000145922,-3.1795e-05,0.000204868,1,0,0,0,0,0,0
1609045338240126520,49,1609045338240126520,-0.00771926,0.00144184,0.00133441,9.45187e-05,-7.51154e-05,0.000333476,1,0,0,0,0,0,0
1609045338341446165,50,1609045338341446165,-0.00856463,0.00305688,0.00167319,0.000153743,-2.15208e-05,0.000137819,1,0,0,0,0,0,0
1609045338446226256,51,1609045338446226256,-0.00478801,-0.000388877,0.00452835,0.000127732,4.55247e-05,0.000211452,1,0,0,0,0,0,0
1609045338552102091,52,1609045338552102091,-0.00422723,0.00158905,0.00519617,0.000163184,2.12989e-05,0.000196274,1,0,0,0,0,0,0
1609045338655307359,53,1609045338655307359,-0.00802429,0.000612482,0.00692063,0.000144209,4.50623e-05,0.00026562,1,0,0,0,0,0,0
1609045338758886290,54,1609045338758886290,-0.00702116,-0.000541469,0.00677494,0.000139115,7.1062e-05,0.000317219,1,0,0,0,0,0,0
1609045338861420384,55,1609045338861420384,-0.00118289,0.000331329,0.00608561,0.000174963,0.000118337,0.000142768,1,0,0,0,0,0,0
1609045338933745887,56,1609045338933745887,-0.00290276,-0.000703934,0.00591433,0.000213962,0.000125236,0.000285092,1,0,0,0,0,0,0
1609045339033212980,57,1609045339033212980,-0.00759704,0.00036671,0.00237894,0.000149604,-2.29769e-05,0.000214787,1,0,0,0,0,0,0
1609045339136552111,58,1609045339136552111,-0.00637508,0.00310727,0.00225167,0.000126972,9.55658e-06,0.000274506,1,0,0,0,0,0,0
1609045339239628696,59,1609045339239628696,-0.00957584,0.000507858,0.00299972,0.000167749,-1.11438e-05,0.000280558,1,0,0,0,0,0,0
1609045339343123773,60,1609045339343123773,-0.0107842,-0.000597505,0.00302639,0.000206139,-1.05342e-05,0.000248444,1,0,0,0,0,0,0
1609045339445812238,61,1609045339445812238,-0.00946186,0.000553349,0.00419886,0.000100527,-8.16275e-06,0.000288338,1,0,0,0,0,0,0
1609045339548739986,62,1609045339548739986,-0.00981182,-0.00049833,0.004282,0.000158641,1.95198e-05,0.00031499,1,0,0,0,0,0,0
1609045339651870893,63,1609045339651870893,-0.00856378,0.000342226,0.00520203,0.000159622,3.81735e-05,0.000265881,1,0,0,0,0,0,0
1609045339758233429,64,1609045339758233429,-0.00744524,0.000151085,0.00646836,0.00012159,9.55898e-05,0.000287296,1,0,0,0,0,0,0
1609045339858290330,65,1609045339858290330,-0.00580632,-0.000721735,0.00608023,0.000166376,7.02474e-05,0.000286991,1,0,0,0,0,0,0
1609045339961101515,66,1609045339961101515,-0.00158876,0.000230977,0.0065262,0.000150083,9.49688e-05,0.000155385,1,0,0,0,0,0,0
1609045340032992629,67,1609045340032992629,-0.00570261,-0.000785004,0.00675633,0.000223211,0.000117016,0.000241735,1,0,0,0,0,0,0
1609045340133539304,68,1609045340133539304,-0.00545847,0.00192401,0.00312652,0.000173339,7.52868e-07,0.000143115,1,0,0,0,0,0,0
1609045340237145459,69,1609045340237145459,-0.00267524,0.00179553,0.00197835,0.0001196,2.74721e-07,9.43764e-05,1,0,0,0,0,0,0
1609045340339724833,70,1609045340339724833,-0.00609617,-2.88588e-05,0.00272547,0.000152413,-3.70993e-05,0.000242871,1,0,0,0,0,0,0
1609045340442773242,71,1609045340442773242,-0.00801455,-0.000277068,0.00262398,0.000178961,-5.88639e-05,0.000217196,1,0,0,0,0,0,0
1609045340546105457,72,1609045340546105457,-0.00438289,0.000276303,0.0044903,0.000146038,4.36007e-05,0.000231146,1,0,0,0,0,0,0
1609045340649161791,73,1609045340649161791,-0.00487541,0.000723352,0.00458991,0.000150436,-2.44139e-06,0.00017411,1,0,0,0,0,0,0
1609045340754080604,74,1609045340754080604,-0.0035091,-4.55736e-05,0.00554035,0.000141757,1.07325e-05,0.000170812,1,0,0,0,0,0,0
1609045340855360345,75,1609045340855360345,-0.00284301,-0.000835594,0.00568562,0.00014249,8.01293e-05,0.000198174,1,0,0,0,0,0,0
1609045340958522376,76,1609045340958522376,-0.00521333,-0.000686326,0.00705125,0.000186335,0.000118377,0.000286564,1,0,0,0,0,0,0
1609045341062419645,77,1609045341062419645,-0.00245925,0.000381012,0.00669317,0.000180151,0.000118855,0.000202715,1,0,0,0,0,0,0
1609045341133512727,78,1609045341133512727,-0.00761372,-0.000323316,0.0068462,0.000206138,6.49701e-05,0.000232366,1,0,0,0,0,0,0
1609045341233565143,79,1609045341233565143,-0.0109065,-6.97741e-05,0.00308824,0.000169401,-2.46733e-05,0.00019123,1,0,0,0,0,0,0
1609045341337487823,80,1609045341337487823,-0.00842639,-0.00119282,0.00234469,0.000182605,-1.63235e-05,0.000176738,1,0,0,0,0,0,0
1609045341439461642,81,1609045341439461642,-0.00869871,0.000483124,0.00304347,0.000157558,-2.52582e-06,0.00023573,1,0,0,0,0,0,0
1609045341543758735,82,1609045341543758735,-0.00317436,0.000202618,0.00314738,0.000157713,-3.68703e-05,0.000209311,1,0,0,0,0,0,0
1609045341645858638,83,1609045341645858638,-0.00384956,0.00101418,0.00530458,0.00015487,4.27926e-05,0.000229891,1,0,0,0,0,0,0
1609045341748830484,84,1609045341748830484,-0.00575069,0.00134393,0.00632855,0.000214007,5.66518e-05,0.000234024,1,0,0,0,0,0,0
1609045341852291177,85,1609045341852291177,-0.00481066,0.00140065,0.00538978,0.000175328,3.92213e-05,0.000118674,1,0,0,0,0,0,0
1609045341954957247,86,1609045341954957247,-0.00345446,-0.000132088,0.00585766,0.000144033,8.39515e-05,0.0001705,1,0,0,0,0,0,0
1609045342058225368,87,1609045342058225368,-0.00480655,-0.00139549,0.00764879,0.000172281,8.86121e-05,0.000298614,1,0,0,0,0,0,0
1609045342161844020,88,1609045342161844020,-0.00722782,-0.00171444,0.0091487,0.000208272,9.14175e-05,0.000199814,1,0,0,0,0,0,0
1609045342232941724,89,1609045342232941724,-0.00724394,-0.000378075,0.00827636,0.000240485,0.000112752,0.000220469,1,0,0,0,0,0,0
1609045342333453700,90,1609045342333453700,-0.00663454,0.00117885,0.00372649,0.000207654,-2.00866e-05,0.000190329,1,0,0,0,0,0,0
1609045342436954943,91,1609045342436954943,-0.0100951,0.00134246,0.00205649,0.000140283,-2.82779e-05,0.000176478,1,0,0,0,0,0,0
1609045342540521104,92,1609045342540521104,-0.0117943,-0.000962312,0.00285365,0.000183586,3.62287e-05,0.000287568,1,0,0,0,0,0,0
1609045342642505278,93,1609045342642505278,-0.0139828,0.000148895,0.00299083,0.000202902,-3.3917e-05,0.000245857,1,0,0,0,0,0,0
1609045342745962502,94,1609045342745962502,-0.0127184,0.000423112,0.00533871,0.000134261,2.82869e-05,0.000341544,1,0,0,0,0,0,0
1609045342849233953,95,1609045342849233953,-0.014938,-0.000579046,0.004628,0.000173731,-1.95441e-05,0.000260637,1,0,0,0,0,0,0
1609045342954205413,96,1609045342954205413,-0.0116274,-0.00094105,0.00623876,0.000202644,5.12903e-05,0.000280426,1,0,0,0,0,0,0
1609045343033104257,97,1609045343033104257,-0.00717087,-0.000965232,0.00770378,0.00021478,8.8002e-05,0.000280851,1,0,0,0,0,0,0
1609045343133380431,98,1609045343133380431,-0.00614945,-2.7532e-05,0.00306692,0.000221659,-2.17407e-05,8.75895e-05,1,0,0,0,0,0,0
1609045343236848341,99,1609045343236848341,-0.00623643,-0.000716058,0.00125956,0.00015422,-4.72287e-05,0.0001868,1,0,0,0,0,0,0
1609045343339487350,100,1609045343339487350,-0.00595079,0.000667673,0.00223123,0.000222549,-7.01349e-06,0.000112817,1,0,0,0,0,0,0
1609045343443235894,101,1609045343443235894,-0.0108796,-0.000298351,0.00197829,0.00020734,-5.86587e-05,0.000233982,1,0,0,0,0,0,0
1609045343545778106,102,1609045343545778106,-0.0117383,-0.000380355,0.00523006,0.000165278,9.6916e-06,0.000149619,1,0,0,0,0,0,0
1609045343648859831,103,1609045343648859831,-0.00851887,-0.000511634,0.00565725,0.000200293,-4.54707e-06,0.000269219,1,0,0,0,0,0,0
1609045343753595104,104,1609045343753595104,-0.0101003,-0.000124776,0.00596534,0.000202678,2.78785e-05,0.000204424,1,0,0,0,0,0,0
1609045343854918286,105,1609045343854918286,-0.00984627,-0.00150689,0.00685667,0.00018271,9.10989e-05,0.000175883,1,0,0,0,0,0,0
1609045343962770516,106,1609045343962770516,-0.00810609,-0.00179886,0.00749548,0.000185801,8.7029e-05,0.000184176,1,0,0,0,0,0,0
1609045344032966014,107,1609045344032966014,-0.00902497,-0.00318491,0.0081137,0.000242175,8.11747e-05,0.000237651,1,0,0,0,0,0,0
1609045344135595890,108,1609045344135595890,-0.0101783,-0.00306368,0.00342398,0.000221027,-2.1491e-05,0.000163026,1,0,0,0,0,0,0
1609045344237783511,109,1609045344237783511,-0.00713895,-0.00111194,0.00144863,0.000195411,-5.94253e-06,0.000190649,1,0,0,0,0,0,0
1609045344340911982,110,1609045344340911982,-0.00538159,-0.00120728,0.0034863,0.000202298,3.13885e-05,0.000139572,1,0,0,0,0,0,0
1609045344444251477,111,1609045344444251477,-0.0042543,-0.0013602,0.00327209,0.000225303,-8.58714e-06,0.000162245,1,0,0,0,0,0,0
1609045344547606511,112,1609045344547606511,-0.00770682,-0.00244827,0.00529828,0.000156763,2.3159e-05,0.000200104,1,0,0,0,0,0,0
1609045344650313554,113,1609045344650313554,-0.00951219,-0.00211999,0.0047265,0.00020022,1.8788e-05,0.000203314,1,0,0,0,0,0,0
1609045344753411880,114,1609045344753411880,-0.0095968,-0.00316374,0.00518264,0.000238666,7.67474e-05,0.000257808,1,0,0,0,0,0,0
1609045344856489234,115,1609045344856489234,-0.00902498,-0.00376579,0.0069602,0.000174398,6.3557e-05,0.00026926,1,0,0,0,0,0,0
1609045344959580776,116,1609045344959580776,-0.00949436,-0.00309495,0.00748332,0.000191293,4.8294e-05,0.000204162,1,0,0,0,0,0,0
1609045345064863021,117,1609045345064863021,-0.0092454,-0.00414475,0.00668445,0.000206675,9.63735e-05,0.000243396,1,0,0,0,0,0,0
1609045345133845112,118,1609045345133845112,-0.00654954,-0.00398068,0.00507451,0.000143834,7.60501e-05,0.000201396,1,0,0,0,0,0,0
1609045345235021969,119,1609045345235021969,-0.00722284,-0.00111315,0.0026354,0.000186655,-4.87099e-05,0.000181182,1,0,0,0,0,0,0
1609045345337998674,120,1609045345337998674,-0.0091195,0.000525942,0.00215454,0.000174307,-1.41504e-05,0.000102889,1,0,0,0,0,0,0
1609045345441191372,121,1609045345441191372,-0.00906292,-0.00158725,0.00154343,0.000206845,-3.56286e-06,0.00012759,1,0,0,0,0,0,0
1609045345544755271,122,1609045345544755271,-0.00716309,-0.00115948,0.00184182,0.000182712,-8.37049e-06,0.000218218,1,0,0,0,0,0,0
1609045345647147953,123,1609045345647147953,-0.00861491,-0.00283579,0.00467569,0.000184855,4.73913e-06,0.000264526,1,0,0,0,0,0,0
1609045345750727221,124,1609045345750727221,-0.00833217,-0.0026186,0.00398191,0.000187336,-1.60477e-05,0.000238403,1,0,0,0,0,0,0
1609045345853605062,125,1609045345853605062,-0.00778007,-0.00244053,0.00390665,0.000179319,3.15482e-05,0.000206795,1,0,0,0,0,0,0
1609045345956710336,126,1609045345956710336,-0.00987841,-0.00330237,0.00702789,0.000167708,0.000101395,0.000184456,1,0,0,0,0,0,0
1609045346059508582,127,1609045346059508582,-0.00852294,-0.00268908,0.00801795,0.000194603,9.9799e-05,0.000202601,1,0,0,0,0,0,0
1609045346162642933,128,1609045346162642933,-0.00877725,-0.00398412,0.00686423,0.000241281,8.88352e-05,0.000225256,1,0,0,0,0,0,0
1609045346234099899,129,1609045346234099899,-0.00897504,-0.00342812,0.00607226,0.00020809,6.16927e-05,0.000191957,1,0,0,0,0,0,0
1609045346336392983,130,1609045346336392983,-0.00578968,-0.00359413,0.00298693,0.000227954,2.85979e-06,6.51948e-05,1,0,0,0,0,0,0
1609045346439334769,131,1609045346439334769,-0.00410741,-0.00264198,0.000609113,0.000201194,-8.28255e-06,1.73607e-05,1,0,0,0,0,0,0
1609045346542101244,132,1609045346542101244,-0.00509665,-0.00354202,0.00100605,0.000174337,-2.23013e-05,0.000124465,1,0,0,0,0,0,0
1609045346644128131,133,1609045346644128131,-0.00407449,-0.00422788,0.00366551,0.000123479,-6.52015e-06,0.000101633,1,0,0,0,0,0,0
1609045346747209980,134,1609045346747209980,-0.0080181,-0.00343627,0.00425016,0.000174007,8.846e-06,0.000160549,1,0,0,0,0,0,0
1609045346850269992,135,1609045346850269992,-0.00579657,-0.00250801,0.00434811,0.000187418,3.64247e-05,9.56711e-05,1,0,0,0,0,0,0
1609045346956470099,136,1609045346956470099,-0.0069072,-0.00351387,0.00448592,0.000166362,1.67793e-05,0.000191161,1,0,0,0,0,0,0
1609045347061722613,137,1609045347061722613,-0.00781286,-0.00318669,0.00466765,0.000102486,3.72911e-05,0.000200865,1,0,0,0,0,0,0
1609045347133174611,138,1609045347133174611,-0.00740114,-0.00235625,0.00608364,0.000159356,7.56678e-05,7.35215e-05,1,0,0,0,0,0,0
1609045347233131213,139,1609045347233131213,-0.00574331,-0.00201979,0.00283734,0.000219996,1.56647e-05,1.75429e-05,1,0,0,0,0,0,0
1609045347336453616,140,1609045347336453616,-0.004299,-0.00139506,0.000531385,0.000164058,-1.2009e-05,1.09984e-06,1,0,0,0,0,0,0
1609045347443693918,141,1609045347443693918,-0.00170631,-0.000553783,0.00024152,0.000159006,-6.23308e-05,2.60218e-05,1,0,0,0,0,0,0
1609045347545498599,142,1609045347545498599,-0.00537552,-0.00306931,0.00436043,0.000145884,1.92619e-05,0.000116739,1,0,0,0,0,0,0
1609045347648868296,143,1609045347648868296,-0.00562053,-0.00395652,0.0055386,0.000200522,5.32001e-05,0.000109011,1,0,0,0,0,0,0
1609045347752139386,144,1609045347752139386,-0.00821399,-0.00514089,0.00340576,0.00017992,-6.11801e-06,0.000270819,1,0,0,0,0,0,0
1609045347856669716,145,1609045347856669716,-0.00813352,-0.00470479,0.00215766,0.000146562,-3.51803e-05,0.000143036,1,0,0,0,0,0,0
1609045347957723281,146,1609045347957723281,-0.00743934,-0.00364495,0.0049,0.000122595,4.25817e-05,0.000158698,1,0,0,0,0,0,0
1609045348061068369,147,1609045348061068369,-0.00748255,-0.00373934,0.00684703,0.000180784,0.000107612,0.000118387,1,0,0,0,0,0,0
1609045348133418607,148,1609045348133418607,-0.0055033,-0.00506093,0.00619374,0.000181234,8.57972e-05,0.000147995,1,0,0,0,0,0,0
1609045348232813749,149,1609045348232813749,-0.0064382,-0.00312793,0.00135608,0.000206735,-2.24677e-06,-1.49482e-06,1,0,0,0,0,0,0
1609045348336083941,150,1609045348336083941,-0.0053214,-0.00340465,-0.00013316,0.000138986,-5.29827e-05,0.000108058,1,0,0,0,0,0,0
1609045348439252345,151,1609045348439252345,-0.00798227,-0.00512249,-0.000762309,0.000190604,-6.14497e-05,0.000101241,1,0,0,0,0,0,0
1609045348542086435,152,1609045348542086435,-0.00833883,-0.0032351,-0.000320844,0.000163601,-3.79778e-05,0.000140027,1,0,0,0,0,0,0
1609045348645901599,153,1609045348645901599,-0.0097775,-0.00200238,0.00109517,0.000133609,-6.84745e-05,7.12663e-05,1,0,0,0,0,0,0
1609045348748370624,154,1609045348748370624,-0.00801301,-0.00409426,0.00360581,0.000160363,-4.72242e-07,7.86932e-05,1,0,0,0,0,0,0
1609045348851533809,155,1609045348851533809,-0.0077494,-0.0046499,0.00506771,0.000197916,5.47114e-05,0.000129163,1,0,0,0,0,0,0
1609045348954504972,156,1609045348954504972,-0.00908072,-0.00320547,0.0030287,0.000200692,-3.38372e-06,0.000101918,1,0,0,0,0,0,0
1609045349057685126,157,1609045349057685126,-0.00642478,-0.00279641,0.00483133,0.000145341,5.09247e-05,0.000147115,1,0,0,0,0,0,0
1609045349160915264,158,1609045349160915264,-0.00725137,-0.00386555,0.00702729,0.000169762,5.46808e-05,0.000157089,1,0,0,0,0,0,0
1609045349233337181,159,1609045349233337181,-0.00554782,-0.00529791,0.00718603,0.000194827,9.27605e-05,0.000128218,1,0,0,0,0,0,0
1609045349332709694,160,1609045349332709694,-0.00355108,-0.00361094,0.00189627,0.00018301,-1.96205e-05,7.29972e-05,1,0,0,0,0,0,0
1609045349435904172,161,1609045349435904172,-0.00397693,-0.00305744,0.000859689,0.000153114,4.12148e-05,0.000154515,1,0,0,0,0,0,0
1609045349538886330,162,1609045349538886330,-0.00568908,-0.00440857,-0.000580625,0.000201129,-6.07513e-05,0.000124605,1,0,0,0,0,0,0
1609045349646875283,163,1609045349646875283,-0.00389823,-0.00270342,0.000419236,0.000190108,3.59289e-05,0.000106958,1,0,0,0,0,0,0
1609045349749678574,164,1609045349749678574,-0.00316394,-0.00289377,0.00277359,0.000177832,4.66421e-06,9.89957e-05,1,0,0,0,0,0,0
1609045349859791316,165,1609045349859791316,-0.0051145,-0.00502503,0.00264233,0.000178595,8.20686e-06,0.000117172,1,0,0,0,0,0,0
1609045349934590373,166,1609045349934590373,-0.00645281,-0.00407676,0.00521957,0.000133966,2.80966e-05,0.000108157,1,0,0,0,0,0,0
1609045350035774272,167,1609045350035774272,-0.00778936,-0.00381318,0.000981534,0.000244962,2.13084e-05,0.000118602,1,0,0,0,0,0,0
1609045350139122796,168,1609045350139122796,-0.00512875,-0.00296153,-0.000351138,0.000171765,1.92702e-06,0.000130849,1,0,0,0,0,0,0
1609045350242171406,169,1609045350242171406,-0.00765099,-0.00270517,-1.46912e-05,0.000161719,-1.3757e-05,8.32229e-05,1,0,0,0,0,0,0
1609045350346286440,170,1609045350346286440,-0.00880074,-0.00323986,0.00308819,0.000133555,-4.57961e-06,0.000218213,1,0,0,0,0,0,0
1609045350448590109,171,1609045350448590109,-0.00713179,-0.00493005,0.00331063,0.000180141,1.91954e-05,0.000153833,1,0,0,0,0,0,0
1609045350550964356,172,1609045350550964356,-0.00668789,-0.00248634,0.00181304,0.000141886,1.2813e-05,9.32768e-05,1,0,0,0,0,0,0
1609045350654372284,173,1609045350654372284,-0.00809064,-0.00286925,0.00196628,0.000137559,-1.63591e-05,0.0001793,1,0,0,0,0,0,0
1609045350757294824,174,1609045350757294824,-0.0127598,-0.00611326,0.00447483,0.000116269,2.01776e-05,0.000213805,1,0,0,0,0,0,0
1609045350832198524,175,1609045350832198524,-0.0092499,-0.00487885,0.0059936,0.00016903,8.94559e-05,0.000249393,1,0,0,0,0,0,0
1609045350935307209,176,1609045350935307209,-0.0090957,-0.00402802,0.00135697,0.000173772,-9.68763e-06,0.000138448,1,0,0,0,0,0,0
1609045351038373711,177,1609045351038373711,-0.00973308,-0.00416243,-0.000538776,0.000108654,-1.41342e-05,3.80958e-05,1,0,0,0,0,0,0
1609045351142491982,178,1609045351142491982,-0.00939906,-0.00217769,0.000273538,0.000143328,1.42223e-05,9.07326e-05,1,0,0,0,0,0,0
1609045351246604335,179,1609045351246604335,-0.0101802,-0.00395152,0.00292484,0.000121475,1.85348e-05,0.000213075,1,0,0,0,0,0,0
1609045351352691730,180,1609045351352691730,-0.00844291,-0.00347617,0.0033925,0.000180244,4.51733e-05,0.000212712,1,0,0,0,0,0,0
1609045351455860272,181,1609045351455860272,-0.00965682,-0.00394547,0.00399253,0.000107976,3.24848e-05,0.000128011,1,0,0,0,0,0,0
1609045351558960132,182,1609045351558960132,-0.00787457,-0.00436238,0.00445918,0.000161353,5.64447e-05,0.000188056,1,0,0,0,0,0,0
1609045351662139371,183,1609045351662139371,-0.0105634,-0.00433077,0.00585549,0.000154851,3.43141e-05,0.000182121,1,0,0,0,0,0,0
1609045351733428057,184,1609045351733428057,-0.0089569,-0.0060298,0.00574102,0.00015816,0.000118153,0.000260633,1,0,0,0,0,0,0
1609045351833963332,185,1609045351833963332,-0.00610462,-0.00452525,4.82235e-06,0.000176755,-8.26144e-07,7.94453e-05,1,0,0,0,0,0,0
1609045351937256915,186,1609045351937256915,-0.00541297,-0.00231816,-0.000506634,0.000142971,2.7525e-05,0.000193611,1,0,0,0,0,0,0
